row_id	repo	path	member	kind	comment_chars	body_lines	swapped_from	mismatch_real	baseline_real	baseline_swapped	identifiers_missing	sample
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.noHost()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.noHost()	method	147	3	Backend.idleTimeoutMillis()	1.000	1.000	1.000	Host FusionAuth JDK	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.of(String)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.of(String)	method	81	9	Backend.bodyCap()	0.000	1.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.pipelineCloseStrict()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.pipelineCloseStrict()	method	263	3	Backend.of(String)	1.000	1.000	1.000	Connection: close README RFC	random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.strictExpect()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.strictExpect()	method	248	3	Backend.malformed()	1.000	1.000	1.000	Expect Content-Length: 0	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.unsupportedExpect()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.unsupportedExpect()	method	334	3	Backend.strictExpect()	1.000	1.000	1.000	Expect: foo Content-Length: 0	random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/ClientWorker.java#ClientWorker.echo()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/ClientWorker.java	ClientWorker.echo()	method	365	22		1.000	1.000		Transfer-Encoding: chunked InputStream Content-Length	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java#JfrReport$Pass.nmtTypes	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java	JfrReport$Pass.nmtTypes	field	111	1	JfrReport.DOMINANT_SHARE	0.000	1.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java#JfrReport.DOMINANT_SHARE	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java	JfrReport.DOMINANT_SHARE	field	142	1	JfrReport$Pass.nmtTypes	1.000	1.000	1.000	DOMINANT_MIN_SAMPLES	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java#JfrReport.className(RecordedClass)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java	JfrReport.className(RecordedClass)	method	64	26	JfrReport.value(RecordedObject, String)	1.000	1.000	1.000	String; String[] byte[]	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java#JfrReport.referrerPath(RecordedObject)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java	JfrReport.referrerPath(RecordedObject)	method	144	17	JfrReport.className(RecordedClass)	0.667	0.667	1.000	holder[index] JFR	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java#JfrReport.value(RecordedObject, String)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/JfrReport.java	JfrReport.value(RecordedObject, String)	method	73	550	JfrReport.referrerPath(RecordedObject)	0.000	1.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/LatencyHistogram.java#LatencyHistogram.percentileMillis(double)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/LatencyHistogram.java	LatencyHistogram.percentileMillis(double)	method	115	18		0.000	0.000			
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Pipeliner.java#Pipeliner.closeIndex(int)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Pipeliner.java	Pipeliner.closeIndex(int)	method	124	10		0.000	0.000			
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java#RawHttp.awaitClose(InputStream)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java	RawHttp.awaitClose(InputStream)	method	48	3	RawHttp.connect(String, int, int)	0.000	0.500	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java#RawHttp.closeOutcome(InputStream)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java	RawHttp.closeOutcome(InputStream)	method	174	12	RawHttp.awaitClose(InputStream)	1.000	1.000	0.500	SO_TIMEOUT EOF	random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java#RawHttp.connect(String, int, int)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java	RawHttp.connect(String, int, int)	method	151	34	RawHttp.isReset(IOException)	0.250	1.000	0.000	RST	random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java#RawHttp.isReset(IOException)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java	RawHttp.isReset(IOException)	method	82	11	RawHttp.readResponse(InputStream)	0.000	0.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java#RawHttp.readResponse(InputStream)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java	RawHttp.readResponse(InputStream)	method	237	62	RawHttp.closeOutcome(InputStream)	0.500	1.000	1.000	Content-Length	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakBytes.java#SoakBytes.big(int)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakBytes.java	SoakBytes.big(int)	method	74	3	SoakBytes.firstMismatch(byte[])	0.000	1.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakBytes.java#SoakBytes.firstMismatch(byte[])	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakBytes.java	SoakBytes.firstMismatch(byte[])	method	127	9	SoakBytes.big(int)	0.000	0.500	0.500		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakLoad.java#SoakLoad.FLOOR_RPS_PER_CONNECTION	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakLoad.java	SoakLoad.FLOOR_RPS_PER_CONNECTION	field	85	1		0.000	0.500			random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakLoad.java#SoakLoad.start(String, Stats, Runnable)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakLoad.java	SoakLoad.start(String, Stats, Runnable)	method	209	10		1.000	1.000		sh	random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java#SoakServer.awaitListening(String, int)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java	SoakServer.awaitListening(String, int)	method	161	14	SoakServer.sample(LogCounters, JfrCounters)	1.000	1.000	1.000	start PORT=	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java#SoakServer.openFileDescriptors()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java	SoakServer.openFileDescriptors()	method	159	4	SoakServer.start(String, String, int, Executor)	1.000	1.000	1.000	macOS	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java#SoakServer.register(HttpServerBuilder)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java	SoakServer.register(HttpServerBuilder)	method	274	26	SoakServer.awaitListening(String, int)	1.000	1.000	1.000	Connection: close	random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java#SoakServer.sample(LogCounters, JfrCounters)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java	SoakServer.sample(LogCounters, JfrCounters)	method	163	25	SoakServer.openFileDescriptors()	0.750	1.000	1.000	csv JVM JUL	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java#SoakServer.start(String, String, int, Executor)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakServer.java	SoakServer.start(String, String, int, Executor)	method	150	16	SoakServer.register(HttpServerBuilder)	0.500	0.500	1.000	host:port	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java#Stats.appendDetails(StringBuilder)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java	Stats.appendDetails(StringBuilder)	method	90	4	Stats.request(int)	1.000	1.000	1.000	profile/kind=count: example | example	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java#Stats.casePassed()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java	Stats.casePassed()	method	156	3	Stats.latency(String, long, boolean)	0.000	0.500	1.000		random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java#Stats.counterSum(Predicate<String>)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java	Stats.counterSum(Predicate<String>)	method	50	9	Stats.report()	0.000	0.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java#Stats.latency(String, long, boolean)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java	Stats.latency(String, long, boolean)	method	70	8	Stats.counterSum(Predicate<String>)	0.000	1.000	1.000		random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java#Stats.ok()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java	Stats.ok()	method	69	3	Stats.casePassed()	0.000	1.000	1.000		random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java#Stats.report()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java	Stats.report()	method	42	26	Stats.appendDetails(StringBuilder)	0.000	1.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java#Stats.request(int)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Stats.java	Stats.request(int)	method	44	4	Stats.ok()	0.000	1.000	1.000		random
incident-client#incident-core/src/main/java/software/sava/incident/core/api/IncidentClients.java#IncidentClients.loadFactory(String)	incident-client	incident-core/src/main/java/software/sava/incident/core/api/IncidentClients.java	IncidentClients.loadFactory(String)	method	160	3		0.000	1.000			stale-candidate
incident-client#incident-core/src/main/java/software/sava/incident/core/json/JsonUtil.java#JsonUtil.escapeJson(String)	incident-client	incident-core/src/main/java/software/sava/incident/core/json/JsonUtil.java	JsonUtil.escapeJson(String)	method	134	3	JsonUtil.escapeJsonRemoveNewLines(String)	0.667	0.667	1.000	JSON RFC	
incident-client#incident-core/src/main/java/software/sava/incident/core/json/JsonUtil.java#JsonUtil.escapeJsonRemoveNewLines(String)	incident-client	incident-core/src/main/java/software/sava/incident/core/json/JsonUtil.java	JsonUtil.escapeJsonRemoveNewLines(String)	method	235	3	JsonUtil.escapeJson(String)	0.500	0.500	0.667	API	
incident-client#incident-core/src/main/java/software/sava/incident/core/json/Rfc3339.java#Rfc3339.FORMATTER	incident-client	incident-core/src/main/java/software/sava/incident/core/json/Rfc3339.java	Rfc3339.FORMATTER	field	154	11		1.000	1.000		date-time toString RFC ISO	
incident-client#incident-core/src/main/java/software/sava/incident/core/json/Rfc3339.java#Rfc3339.format(ZonedDateTime)	incident-client	incident-core/src/main/java/software/sava/incident/core/json/Rfc3339.java	Rfc3339.format(ZonedDateTime)	method	83	3		1.000	1.000		RFC	
incident-client#incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequest.java#CreateIncidentRequest$Builder.build()	incident-client	incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequest.java	CreateIncidentRequest$Builder.build()	method	366	25	CreateIncidentRequest$Builder.customFieldValues(Map<String, String>)	0.286	1.000	1.000	private API	
incident-client#incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequest.java#CreateIncidentRequest$Builder.customFieldValues(Map<String, String>)	incident-client	incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequest.java	CreateIncidentRequest$Builder.customFieldValues(Map<String, String>)	method	128	11	CreateIncidentRequest$Builder.build()	1.000	1.000	1.000	text	
incident-client#incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequest.java#CreateIncidentRequest$CustomFieldEntry.<init>(String, String)	incident-client	incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequest.java	CreateIncidentRequest$CustomFieldEntry.<init>(String, String)	ctor	52	3	CreateIncidentRequest$IncidentRoleAssignment.<init>(String, String)	0.000	1.000	1.000		
incident-client#incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequest.java#CreateIncidentRequest$IncidentRoleAssignment.<init>(String, String)	incident-client	incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequest.java	CreateIncidentRequest$IncidentRoleAssignment.<init>(String, String)	ctor	68	3	CreateIncidentRequest$CustomFieldEntry.<init>(String, String)	0.000	0.667	1.000		
incident-client#incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequestRecord.java#CreateIncidentRequestRecord.customFieldEntryJson(CustomFieldEntry)	incident-client	incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequestRecord.java	CreateIncidentRequestRecord.customFieldEntryJson(CustomFieldEntry)	method	218	10	CreateIncidentRequestRecord.customFieldValueJson(CustomFieldValue)	0.500	0.500	0.750	incident_role_id API	random
incident-client#incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequestRecord.java#CreateIncidentRequestRecord.customFieldValueJson(CustomFieldValue)	incident-client	incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequestRecord.java	CreateIncidentRequestRecord.customFieldValueJson(CustomFieldValue)	method	93	10	CreateIncidentRequestRecord.incidentTimestampValueJson(IncidentTimestampValue)	0.000	0.500	0.750		
incident-client#incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequestRecord.java#CreateIncidentRequestRecord.incidentTimestampValueJson(IncidentTimestampValue)	incident-client	incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequestRecord.java	CreateIncidentRequestRecord.incidentTimestampValueJson(IncidentTimestampValue)	method	90	12	CreateIncidentRequestRecord.customFieldEntryJson(CustomFieldEntry)	0.000	0.500	1.000		
incident-client#incident-io/src/main/java/software/sava/incident/io/CreateIncidentResponseRecord.java#CreateIncidentResponseRecord$Parser.parseIdName(JsonIterator)	incident-client	incident-io/src/main/java/software/sava/incident/io/CreateIncidentResponseRecord.java	CreateIncidentResponseRecord$Parser.parseIdName(JsonIterator)	method	66	18		0.000	0.500			
incident-client#incident-io/src/main/java/software/sava/incident/io/IncidentIoClient.java#IncidentIoClient.incidentClientBuilder()	incident-client	incident-io/src/main/java/software/sava/incident/io/IncidentIoClient.java	IncidentIoClient.incidentClientBuilder()	method	163	3		0.500	0.500		IncidentClient	
incident-client#incident-io/src/main/java/software/sava/incident/io/IncidentIoIncidentClient.java#IncidentIoIncidentClient$Builder.incidentTimestampId(String)	incident-client	incident-io/src/main/java/software/sava/incident/io/IncidentIoIncidentClient.java	IncidentIoIncidentClient$Builder.incidentTimestampId(String)	method	359	6	IncidentIoIncidentClient.summaryOf(IncidentAlert)	1.000	1.000	1.000	incident_timestamp_id	
incident-client#incident-io/src/main/java/software/sava/incident/io/IncidentIoIncidentClient.java#IncidentIoIncidentClient.summaryOf(IncidentAlert)	incident-client	incident-io/src/main/java/software/sava/incident/io/IncidentIoIncidentClient.java	IncidentIoIncidentClient.summaryOf(IncidentAlert)	method	580	22	IncidentIoIncidentClient$Builder.incidentTimestampId(String)	0.571	0.571	1.000	summary custom_details SLACK_TEXT PagerDuty	
incident-client#incident-io/src/main/java/software/sava/incident/io/config/IncidentIoConfig.java#IncidentIoConfig$Parser.strictMatcher(E[], String)	incident-client	incident-io/src/main/java/software/sava/incident/io/config/IncidentIoConfig.java	IncidentIoConfig$Parser.strictMatcher(E[], String)	method	161	10	IncidentIoConfig.createIncidentClientBuilder(IncidentIoClient)	0.000	0.500	1.000		
incident-client#incident-io/src/main/java/software/sava/incident/io/config/IncidentIoConfig.java#IncidentIoConfig.createIncidentClientBuilder(IncidentIoClient)	incident-client	incident-io/src/main/java/software/sava/incident/io/config/IncidentIoConfig.java	IncidentIoConfig.createIncidentClientBuilder(IncidentIoClient)	method	167	9	IncidentIoConfig.incidentTimestampId()	0.000	0.250	1.000		
incident-client#incident-io/src/main/java/software/sava/incident/io/config/IncidentIoConfig.java#IncidentIoConfig.incidentTimestampId()	incident-client	incident-io/src/main/java/software/sava/incident/io/config/IncidentIoConfig.java	IncidentIoConfig.incidentTimestampId()	method	70	3	IncidentIoConfig.createIncidentClientBuilder(IncidentIoClient)	0.000	0.500	1.000		
incident-client#incident-io/src/main/java/software/sava/incident/io/exceptions/IncidentIoRequestException.java#IncidentIoRequestException.errorCode()	incident-client	incident-io/src/main/java/software/sava/incident/io/exceptions/IncidentIoRequestException.java	IncidentIoRequestException.errorCode()	method	81	4		1.000	1.000		status HTTP	
incident-client#incident-pagerduty/src/main/java/software/sava/incident/pagerduty/event/client/PagerDutyEventClient.java#PagerDutyEventClient.asIncidentClient()	incident-client	incident-pagerduty/src/main/java/software/sava/incident/pagerduty/event/client/PagerDutyEventClient.java	PagerDutyEventClient.asIncidentClient()	method	128	3		0.000	0.000			
incident-client#incident-pagerduty/src/main/java/software/sava/incident/pagerduty/event/client/PagerDutyIncidentClient.java#PagerDutyIncidentClient.UNKNOWN_SOURCE	incident-client	incident-pagerduty/src/main/java/software/sava/incident/pagerduty/event/client/PagerDutyIncidentClient.java	PagerDutyIncidentClient.UNKNOWN_SOURCE	field	76	1		1.000	1.000		source PagerDuty	random
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/TelegramTextFormat.java#TelegramTextFormat.MAX_TEXT_LENGTH	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/TelegramTextFormat.java	TelegramTextFormat.MAX_TEXT_LENGTH	field	46	1		1.000	1.000		sendMessage text	
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/WebhookClient.java#WebhookClient$Builder.header(String, String)	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/WebhookClient.java	WebhookClient$Builder.header(String, String)	method	152	4	WebhookClient.incidentClient(WebhookFormat)	1.000	1.000	1.000	URL	
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/WebhookClient.java#WebhookClient.incidentClient(WebhookFormat)	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/WebhookClient.java	WebhookClient.incidentClient(WebhookFormat)	method	121	3	WebhookClient$Builder.header(String, String)	0.000	0.000	1.000		
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/WebhookFormats.java#WebhookFormats.renderPlainText(IncidentAlert)	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/WebhookFormats.java	WebhookFormats.renderPlainText(IncidentAlert)	method	484	27	WebhookFormats.slackText(IncidentAlert)	1.000	1.000	1.000	Public for custom [WebhookFormat] implementations targeting chat-style platforms — wrap it in the platform's envelope  WebhookFormat JSON	
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/WebhookFormats.java#WebhookFormats.slackText(IncidentAlert)	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/WebhookFormats.java	WebhookFormats.slackText(IncidentAlert)	method	222	6	WebhookFormats.renderPlainText(IncidentAlert)	1.000	1.000	1.000	SLACK_TEXT HTML	
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/WebhookIncidentClient.java#WebhookIncidentClient.DELIVERED	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/WebhookIncidentClient.java	WebhookIncidentClient.DELIVERED	field	68	1		1.000	1.000		IncidentResponse	
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java#WebhookConfig$Parser.createConfig()	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java	WebhookConfig$Parser.createConfig()	method	47	14	WebhookConfig$Parser.parseConfig(Properties)	0.000	1.000	0.500		
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java#WebhookConfig$Parser.parseConfig(Properties)	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java	WebhookConfig$Parser.parseConfig(Properties)	method	124	16	WebhookConfig$Parser.prefix()	0.000	0.000	1.000		random
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java#WebhookConfig$Parser.prefix()	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java	WebhookConfig$Parser.prefix()	method	129	3	WebhookConfig$Parser.createConfig()	0.000	1.000	1.000		
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java#WebhookConfig.chatId()	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java	WebhookConfig.chatId()	method	126	3	WebhookConfig.headers()	0.000	0.000	1.000		
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java#WebhookConfig.headers()	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java	WebhookConfig.headers()	method	82	3	WebhookConfig.chatId()	1.000	1.000	1.000	JSON	
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/exceptions/WebhookRequestException.java#WebhookRequestException.body()	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/exceptions/WebhookRequestException.java	WebhookRequestException.body()	method	78	3	WebhookRequestException.errorCode()	1.000	1.000	1.000	UTF	
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/exceptions/WebhookRequestException.java#WebhookRequestException.errorCode()	incident-client	incident-webhook/src/main/java/software/sava/incident/webhook/exceptions/WebhookRequestException.java	WebhookRequestException.errorCode()	method	58	4	WebhookRequestException.body()	1.000	1.000	1.000	HTTP	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.LOW_POOL	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.LOW_POOL	field	66	2	EscapeBench.SPECIAL	0.000	1.000	1.000		random
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.MIXED_POOL	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.MIXED_POOL	field	129	5	EscapeBench.LOW_POOL	1.000	1.000	1.000	JSON	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.SPECIAL	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.SPECIAL	field	210	1	EscapeBench.MIXED_POOL	1.000	1.000	1.000	JSON	random
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.ascii(int, int, int)	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.ascii(int, int, int)	method	202	16	EscapeBench.specialBranchless(char)	0.333	0.333	1.000	ASCII	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.chars()	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.chars()	method	133	58	EscapeBench.charsBranchless()	0.500	1.000	1.000	runsTable	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.charsBranchless()	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.charsBranchless()	method	179	53	EscapeBench.charsNoTable()	0.000	0.000	0.750		
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.charsNoGuards()	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.charsNoGuards()	method	414	49	EscapeBench.ascii(int, int, int)	0.857	0.857	1.000	charsNoTable span > 0 tail > 0 util dense span == 0	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.charsNoTable()	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.charsNoTable()	method	437	53	EscapeBench.charsNoGuards()	0.750	0.750	1.000	chars* runsClean StringBuilder	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.runs()	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.runs()	method	113	14	EscapeBench.runsClean()	1.000	1.000	1.000	current	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.runsClean()	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.runsClean()	method	131	10	EscapeBench.runsTable()	1.000	1.000	1.000	runs	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.runsTable()	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.runsTable()	method	99	14	EscapeBench.chars()	1.000	1.000	1.000	runsClean	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.specialBranchless(char)	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java	EscapeBench.specialBranchless(char)	method	370	3	EscapeBench.runs()	1.000	1.000	1.000	JHex$INIT_DIGITS SPECIAL AGENTS	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/MigrationBench.java#MigrationBench.CHARS_META_PARSER	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/MigrationBench.java	MigrationBench.CHARS_META_PARSER	field	98	32		1.000	1.000		TxMeta RPC	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/SourceBench.java#SourceBench.string_toChars()	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/SourceBench.java	SourceBench.string_toChars()	method	145	4	SourceBench.walk(JsonIterator)	0.667	0.667	1.000	getBytes string_parse	
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/SourceBench.java#SourceBench.walk(JsonIterator)	json-iterator	jmh/src/jmh/java/systems/comodal/jsoniter/jmh/SourceBench.java	SourceBench.walk(JsonIterator)	method	174	20	SourceBench.string_toChars()	1.000	1.000	1.000	IocBench fieldWalk	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java#BaseJsonIterator.ERROR_CONTEXT_RADIUS	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java	BaseJsonIterator.ERROR_CONTEXT_RADIUS	field	86	1		1.000	1.000		JSON JsonException	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java#BaseJsonIterator.contextWindow(int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java	BaseJsonIterator.contextWindow(int)	method	102	13	BaseJsonIterator.reportError(String, String)	0.000	0.500	1.000		
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java#BaseJsonIterator.intDigit(int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java	BaseJsonIterator.intDigit(int)	method	169	4	BaseJsonIterator.contextWindow(int)	0.000	0.000	1.000		
