row_id	repo	path	member	kind	comment_chars	body_lines	swapped_from	mismatch_real	baseline_real	baseline_swapped	identifiers_missing	sample
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.sendUnSubscriptionLockHeld(Connection, String, BigInteger, String)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	SolanaJsonRpcWebsocket.sendUnSubscriptionLockHeld(Connection, String, BigInteger, String)	method	522	38	SolanaJsonRpcWebsocket.deliverEscalation(Connection, Throwable)	0.500	0.500	0.500	COMPENSATION	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.skipToParams(JsonIterator, int)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	SolanaJsonRpcWebsocket.skipToParams(JsonIterator, int)	method	532	5	SolanaJsonRpcWebsocket.connectionFor(WebSocket)	0.750	0.750	1.000	method JSON RPC	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.staleSingletonId(Connection, Subscription<?>, BigInteger)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	SolanaJsonRpcWebsocket.staleSingletonId(Connection, Subscription<?>, BigInteger)	method	730	7	SolanaJsonRpcWebsocket.skipToParams(JsonIterator, int)	0.500	0.500	1.000	OLD DROP	random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.startBuild(long, CompletableFuture<WebSocket>)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	SolanaJsonRpcWebsocket.startBuild(long, CompletableFuture<WebSocket>)	method	449	42	SolanaJsonRpcWebsocket.buildReservedAttempt(long, CompletableFuture<WebSocket>)	0.667	0.667	0.500	buildAsync ownBuild	stale-candidate
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.connectTimeout()	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket$Builder.connectTimeout()	method	208	3	SolanaRpcWebsocket$Builder.keepAliveDelay()	0.000	0.500	1.000		
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.connectTimeout(long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket$Builder.connectTimeout(long)	method	341	3	SolanaRpcWebsocket$Builder.keepAliveDelay(long)	1.000	1.000	1.000	DNS TCP TLS HTTP reConnectDelay	random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.keepAliveDelay()	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket$Builder.keepAliveDelay()	method	121	3	SolanaRpcWebsocket$Builder.subscriptionResendDelay()	0.000	0.333	0.667		
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.keepAliveDelay(long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket$Builder.keepAliveDelay(long)	method	237	3	SolanaRpcWebsocket$Builder.subscriptionResendDelay(long)	1.000	1.000	1.000	pingDelay	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.subscriptionResendDelay()	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket$Builder.subscriptionResendDelay()	method	172	3	SolanaRpcWebsocket$Builder.connectTimeout(long)	0.000	0.667	1.000		random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.subscriptionResendDelay(long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket$Builder.subscriptionResendDelay(long)	method	936	3	SolanaRpcWebsocket$Builder.connectTimeout()	1.000	1.000	0.667	FAILED reConnectDelay subscriptionAndPingCheckDelay JSON RPC	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.keyedProgramSubscribe(String, PublicKey, List<Filter>, Consumer<AccountInfo<byte[]>>)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket.keyedProgramSubscribe(String, PublicKey, List<Filter>, Consumer<AccountInfo<byte[]>>)	method	598	6	SolanaRpcWebsocket.keyedProgramUnsubscribe(String)	1.000	1.000	0.333	keyedProgramUnsubscribe programSubscribe API	random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.keyedProgramUnsubscribe(String)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket.keyedProgramUnsubscribe(String)	method	76	3	SolanaRpcWebsocket.subscribe(String, String, String, String, String, Function<JsonIterator, T>, Consumer<T>)	0.000	0.333	1.000		random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.lastMessageReceivedTimestamp()	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket.lastMessageReceivedTimestamp()	method	1352	3	SolanaRpcWebsocket.keyedProgramSubscribe(String, PublicKey, List<Filter>, Consumer<AccountInfo<byte[]>>)	1.000	1.000	1.000	AbstractMethodError	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.subscribe(String, String, String, String, String, Function<JsonIterator, T>, Consumer<T>)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	SolanaRpcWebsocket.subscribe(String, String, String, String, String, Function<JsonIterator, T>, Consumer<T>)	method	179	9	SolanaRpcWebsocket.lastMessageReceivedTimestamp()	1.000	1.000	1.000	transactionSubscribe	random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.DEFAULT_CONNECT_TIMEOUT	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.DEFAULT_CONNECT_TIMEOUT	field	842	1	SolanaRpcWebsocketBuilder.keepAliveDelay	1.000	1.000	1.000	DNS TCP TLS HTTP	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.DEFAULT_MAX_MESSAGE_LENGTH	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.DEFAULT_MAX_MESSAGE_LENGTH	field	405	1	SolanaRpcWebsocketBuilder.DEFAULT_CONNECT_TIMEOUT	1.000	1.000	1.000	char[] MiB	random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.clock(NanoClock)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.clock(NanoClock)	method	407	4	SolanaRpcWebsocketBuilder.executorService(ExecutorService)	0.750	1.000	1.000	SolanaRpcWebsocket executorService SYSTEM	random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.connectTimeout(long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.connectTimeout(long)	method	205	8	SolanaRpcWebsocketBuilder.keepAliveDelay(long)	1.000	1.000	1.000	reConnectDelay	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.executorService(ExecutorService)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.executorService(ExecutorService)	method	489	4	SolanaRpcWebsocketBuilder.scheduler(ScheduledExecutorService)	1.000	1.000	1.000	SolanaRpcWebsocket	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.keepAliveDelay	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.keepAliveDelay	field	90	1	SolanaRpcWebsocketBuilder.subscriptionResendDelay	1.000	1.000	1.000	pingDelay	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.keepAliveDelay(long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.keepAliveDelay(long)	method	596	10	SolanaRpcWebsocketBuilder.subscriptionResendDelay(long)	1.000	1.000	1.000	pingDelay	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.scheduler(ScheduledExecutorService)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.scheduler(ScheduledExecutorService)	method	333	4	SolanaRpcWebsocketBuilder.connectTimeout(long)	1.000	1.000	1.000	delayedExecutor SolanaRpcWebsocket executorService JDK	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.subscriptionResendDelay	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.subscriptionResendDelay	field	80	1	SolanaRpcWebsocketBuilder.DEFAULT_MAX_MESSAGE_LENGTH	1.000	1.000	1.000	reConnectDelay	random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.subscriptionResendDelay(long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java	SolanaRpcWebsocketBuilder.subscriptionResendDelay(long)	method	520	10	SolanaRpcWebsocketBuilder.clock(NanoClock)	1.000	1.000	1.000	FAILED	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Subscription.java#Subscription.NEVER	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Subscription.java	Subscription.NEVER	field	448	1		1.000	1.000		now - <METHOD> now lastAttempt	random
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Subscription.java#Subscription.notificationMethod()	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Subscription.java	Subscription.notificationMethod()	method	562	4		0.000	0.500			
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.<init>(long, long, long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java	Timings.<init>(long, long, long)	ctor	984	5		0.333	1.000		MAX_VALUE	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.<init>(long, long, long, long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java	Timings.<init>(long, long, long, long)	ctor	156	7		0.000	1.000			
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.DEFAULT_KEEP_ALIVE_FACTOR	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java	Timings.DEFAULT_KEEP_ALIVE_FACTOR	field	170	1		0.000	0.500			
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.keepAliveFor(long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java	Timings.keepAliveFor(long)	method	173	5	Timings.resendDelayFor(long, long)	1.000	1.000	1.000	SolanaRpcWebsocketBuilder keepAliveDelay	
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.resendDelayFor(long, long)	sava	sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java	Timings.resendDelayFor(long, long)	method	471	7	Timings.keepAliveFor(long)	0.500	1.000	1.000	subscriptionResendDelay	
