row_id	module	suite	class	method	mutator	status	label	line	member_status	declarations	bodies_shown	paragraph_chars	swapped_mutator	word_real	word_swapped	identifiers_missing
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#MathMutator#SURVIVED#259	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	checkCycle	MathMutator	SURVIVED	await-pacing-only	259	RESOLVED	1	1	209	RemoveConditionalMutator_EQUAL_ELSE	true	false	
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#287	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	checkCycle	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	fetch-disjunction-converging	287	RESOLVED	1	1	133	NullReturnValsMutator	false	false	epochService EQUAL_IF ORDER_IF
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#287	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	checkCycle	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	fetch-disjunction-converging	287	RESOLVED	1	1	133	NullReturnValsMutator	false	false	epochService EQUAL_IF ORDER_IF
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#305	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	checkCycle	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	else-direction-noop	305	RESOLVED	1	1	500	NullReturnValsMutator	true	false	read catchAll epochService
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#273	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	checkCycle	RemoveConditionalMutator_EQUAL_IF	SURVIVED	fetch-disjunction-converging	273	RESOLVED	1	1	133	NullReturnValsMutator	false	false	epochService EQUAL_IF ORDER_IF
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_ORDER_IF#SURVIVED#273	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	checkCycle	RemoveConditionalMutator_ORDER_IF	SURVIVED	idle-spin-only	273	RESOLVED	1	1	133	NullReturnValsMutator	false	false	epochService EQUAL_IF ORDER_IF
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#VoidMethodCallMutator#SURVIVED#297	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	checkCycle	VoidMethodCallMutator	SURVIVED	log-removal	297	RESOLVED	1	1	427	MathMutator	true	false	markOpen
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#RemoveConditionalMutator_EQUAL_IF#SURVIVED#89	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	getAndSetEpochInfo	RemoveConditionalMutator_EQUAL_IF	SURVIVED	stats-recompute-guard	89	RESOLVED	1	1	975	NullReturnValsMutator	true	true	await
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#RemoveConditionalMutator_EQUAL_IF#SURVIVED#89	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	getAndSetEpochInfo	RemoveConditionalMutator_EQUAL_IF	SURVIVED	stats-recompute-guard	89	RESOLVED	1	1	975	NullReturnValsMutator	true	true	await
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#VoidMethodCallMutator#SURVIVED#121	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	getAndSetEpochInfo	VoidMethodCallMutator	SURVIVED	log-removal	121	RESOLVED	1	1	427	MathMutator	true	false	markOpen
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#VoidMethodCallMutator#SURVIVED#126	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	getAndSetEpochInfo	VoidMethodCallMutator	SURVIVED	log-removal	126	RESOLVED	1	1	427	MathMutator	true	false	markOpen
ravina/ravina-solana#epochService#EpochInfoServiceImpl.run#VoidMethodCallMutator#SURVIVED#344	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	run	VoidMethodCallMutator	SURVIVED	log-removal	344	RESOLVED	1	1	427	MathMutator	true	false	markOpen
ravina/ravina-solana#epochService#EpochInfoServiceImpl.start#VoidMethodCallMutator#SURVIVED#329	ravina/ravina-solana	epochService	software.sava.services.solana.epoch.EpochInfoServiceImpl	start	VoidMethodCallMutator	SURVIVED	log-removal	329	RESOLVED	1	1	427	MathMutator	true	false	markOpen
ravina/ravina-solana#formatting#ChainItemFormatter$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#110	ravina/ravina-solana	formatting	software.sava.services.solana.config.ChainItemFormatter$Parser	parseProperties	RemoveConditionalMutator_EQUAL_IF	SURVIVED	null-guard-noop	110	RESOLVED	1	1	448	NullReturnValsMutator	true	true	config formatting
ravina/ravina-solana#formatting#ChainItemFormatter$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#114	ravina/ravina-solana	formatting	software.sava.services.solana.config.ChainItemFormatter$Parser	parseProperties	RemoveConditionalMutator_EQUAL_IF	SURVIVED	null-guard-noop	114	RESOLVED	1	1	448	NullReturnValsMutator	true	true	config formatting
ravina/ravina-solana#formatting#ChainItemFormatter.commaSeparateInteger#ConditionalsBoundaryMutator#SURVIVED#45	ravina/ravina-solana	formatting	software.sava.services.solana.config.ChainItemFormatter	commaSeparateInteger	ConditionalsBoundaryMutator	SURVIVED	same-value-fast-path	45	RESOLVED	1	1	506	NullReturnValsMutator	true	true	formatting
sava/sava-core#accounts#PublicKey.verifySignature#BooleanFalseReturnValsMutator#NO_COVERAGE#340	sava/sava-core	accounts	software.sava.core.accounts.PublicKey	verifySignature	BooleanFalseReturnValsMutator	NO_COVERAGE	removed signature overload pending prune	340	RESOLVED	12	2	390	VoidMethodCallMutator	true	false	NO_COVERAGE
sava/sava-core#accounts#PublicKey.verifySignature#BooleanFalseReturnValsMutator#NO_COVERAGE#368	sava/sava-core	accounts	software.sava.core.accounts.PublicKey	verifySignature	BooleanFalseReturnValsMutator	NO_COVERAGE	removed signature overload pending prune	368	RESOLVED	12	2	390	VoidMethodCallMutator	true	false	NO_COVERAGE
sava/sava-core#accounts#PublicKey.verifySignature#BooleanTrueReturnValsMutator#NO_COVERAGE#340	sava/sava-core	accounts	software.sava.core.accounts.PublicKey	verifySignature	BooleanTrueReturnValsMutator	NO_COVERAGE	removed signature overload pending prune	340	RESOLVED	12	2	390	VoidMethodCallMutator	true	false	NO_COVERAGE
sava/sava-core#accounts#PublicKey.verifySignature#BooleanTrueReturnValsMutator#NO_COVERAGE#368	sava/sava-core	accounts	software.sava.core.accounts.PublicKey	verifySignature	BooleanTrueReturnValsMutator	NO_COVERAGE	removed signature overload pending prune	368	RESOLVED	12	2	390	VoidMethodCallMutator	true	false	NO_COVERAGE
sava/sava-core#decimal#DecimalInteger.toDecimal#ConditionalsBoundaryMutator#SURVIVED#30	sava/sava-core	decimal	software.sava.core.util.DecimalInteger	toDecimal	ConditionalsBoundaryMutator	SURVIVED	allocation routing	30	RESOLVED	6	2	1421	NullReturnValsMutator	true	false	longOverloadTreatsNegativeAsUnsigned amountWidensNegativeLongsAsUnsigned volatile
sava/sava-core#decimal#DecimalInteger.toDecimal#RemoveConditionalMutator_ORDER_IF#SURVIVED#30	sava/sava-core	decimal	software.sava.core.util.DecimalInteger	toDecimal	RemoveConditionalMutator_ORDER_IF	SURVIVED	allocation routing	30	RESOLVED	6	2	1421	NullReturnValsMutator	true	false	longOverloadTreatsNegativeAsUnsigned amountWidensNegativeLongsAsUnsigned volatile
sava/sava-core#decimal#DecimalIntegerAmount.amount#ConditionalsBoundaryMutator#SURVIVED#12	sava/sava-core	decimal	software.sava.core.util.DecimalIntegerAmount	amount	ConditionalsBoundaryMutator	SURVIVED	allocation routing	12	RESOLVED	1	1	1421	NullReturnValsMutator	true	false	longOverloadTreatsNegativeAsUnsigned amountWidensNegativeLongsAsUnsigned volatile toDecimal
sava/sava-core#decimal#DecimalIntegerAmount.amount#RemoveConditionalMutator_ORDER_IF#SURVIVED#12	sava/sava-core	decimal	software.sava.core.util.DecimalIntegerAmount	amount	RemoveConditionalMutator_ORDER_IF	SURVIVED	allocation routing	12	RESOLVED	1	1	1421	NullReturnValsMutator	true	false	longOverloadTreatsNegativeAsUnsigned amountWidensNegativeLongsAsUnsigned volatile toDecimal
sava/sava-core#ed25519#Ed25519Util$PointAccum.create#NullReturnValsMutator#SURVIVED#57	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util$PointAccum	create	NullReturnValsMutator	SURVIVED	static init	57	RESOLVED	1	1	341	VoidMethodCallMutator	false	true	
sava/sava-core#ed25519#Ed25519Util$PointExtended.create#NullReturnValsMutator#SURVIVED#68	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util$PointExtended	create	NullReturnValsMutator	SURVIVED	static init	68	RESOLVED	1	1	341	VoidMethodCallMutator	false	true	
sava/sava-core#ed25519#Ed25519Util.car25519#MathMutator#SURVIVED#367	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	car25519	MathMutator	SURVIVED	verdict invisible	367	RESOLVED	1	1	653	RemoveConditionalMutator_EQUAL_ELSE	true	false	sel25519 pack25519 scalarMultBase cnegate toSignedDigits
sava/sava-core#ed25519#Ed25519Util.car25519#MathMutator#SURVIVED#367	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	car25519	MathMutator	SURVIVED	verdict invisible	367	RESOLVED	1	1	653	RemoveConditionalMutator_EQUAL_ELSE	true	false	sel25519 pack25519 scalarMultBase cnegate toSignedDigits
sava/sava-core#ed25519#Ed25519Util.pack25519#ConditionalsBoundaryMutator#SURVIVED#385	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	pack25519	ConditionalsBoundaryMutator	SURVIVED	pack25519 passes	385	RESOLVED	1	1	836	NullReturnValsMutator	true	false	Base58 encode mutableEncode continueMutableEncode beginMutableEncode ENCODED_ZERO decode32
sava/sava-core#ed25519#Ed25519Util.pack25519#MathMutator#SURVIVED#397	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	pack25519	MathMutator	SURVIVED	verdict invisible	397	RESOLVED	1	1	653	RemoveConditionalMutator_EQUAL_ELSE	true	false	scalarMultBase cnegate toSignedDigits
sava/sava-core#ed25519#Ed25519Util.pack25519#MathMutator#SURVIVED#398	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	pack25519	MathMutator	SURVIVED	verdict invisible	398	RESOLVED	1	1	653	RemoveConditionalMutator_EQUAL_ELSE	true	false	scalarMultBase cnegate toSignedDigits
sava/sava-core#ed25519#Ed25519Util.pack25519#VoidMethodCallMutator#SURVIVED#382	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	pack25519	VoidMethodCallMutator	SURVIVED	pack25519 passes	382	RESOLVED	1	1	836	MathMutator	false	false	Base58 encode mutableEncode continueMutableEncode beginMutableEncode ENCODED_ZERO decode32
sava/sava-core#ed25519#Ed25519Util.pack25519#VoidMethodCallMutator#SURVIVED#383	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	pack25519	VoidMethodCallMutator	SURVIVED	pack25519 passes	383	RESOLVED	1	1	836	MathMutator	false	false	Base58 encode mutableEncode continueMutableEncode beginMutableEncode ENCODED_ZERO decode32
sava/sava-core#ed25519#Ed25519Util.pack25519#VoidMethodCallMutator#SURVIVED#384	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	pack25519	VoidMethodCallMutator	SURVIVED	pack25519 passes	384	RESOLVED	1	1	836	MathMutator	false	false	Base58 encode mutableEncode continueMutableEncode beginMutableEncode ENCODED_ZERO decode32
sava/sava-core#ed25519#Ed25519Util.scalarMultBase#VoidMethodCallMutator#SURVIVED#941	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	scalarMultBase	VoidMethodCallMutator	SURVIVED	verdict invisible	941	RESOLVED	1	1	653	MathMutator	true	true	car25519 sel25519 pack25519
sava/sava-core#ed25519#Ed25519Util.sel25519#MathMutator#SURVIVED#375	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Ed25519Util	sel25519	MathMutator	SURVIVED	verdict invisible	375	RESOLVED	1	1	653	RemoveConditionalMutator_EQUAL_ELSE	true	false	car25519 pack25519 scalarMultBase cnegate toSignedDigits
sava/sava-core#ed25519#Scalar25519.toSignedDigits#MathMutator#SURVIVED#24	sava/sava-core	ed25519	software.sava.core.crypto.ed25519.Scalar25519	toSignedDigits	MathMutator	SURVIVED	verdict invisible	24	RESOLVED	1	1	653	RemoveConditionalMutator_EQUAL_ELSE	true	false	car25519 sel25519 pack25519 scalarMultBase cnegate
sava/sava-core#encoding#Base58.beginMutableEncode#ConditionalsBoundaryMutator#SURVIVED#380	sava/sava-core	encoding	software.sava.core.encoding.Base58	beginMutableEncode	ConditionalsBoundaryMutator	SURVIVED	surplus zero strip	380	RESOLVED	1	1	836	NullReturnValsMutator	true	false	car25519 encode mutableEncode continueMutableEncode ENCODED_ZERO pack25519 decode32
sava/sava-core#encoding#Base58.beginMutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#380	sava/sava-core	encoding	software.sava.core.encoding.Base58	beginMutableEncode	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	surplus zero strip	380	RESOLVED	1	1	836	NullReturnValsMutator	true	false	car25519 encode mutableEncode continueMutableEncode ENCODED_ZERO pack25519 decode32
sava/sava-core#encoding#Base58.beginMutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#380	sava/sava-core	encoding	software.sava.core.encoding.Base58	beginMutableEncode	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	surplus zero strip	380	RESOLVED	1	1	836	NullReturnValsMutator	true	false	car25519 encode mutableEncode continueMutableEncode ENCODED_ZERO pack25519 decode32
sava/sava-core#encoding#Base58.continueMutableEncode#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#359	sava/sava-core	encoding	software.sava.core.encoding.Base58	continueMutableEncode	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	surplus zero strip	359	RESOLVED	1	1	836	NullReturnValsMutator	true	false	car25519 encode mutableEncode beginMutableEncode pack25519 decode32
sava/sava-core#encoding#Base58.continueMutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#359	sava/sava-core	encoding	software.sava.core.encoding.Base58	continueMutableEncode	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	surplus zero strip	359	RESOLVED	1	1	836	NullReturnValsMutator	true	false	car25519 encode mutableEncode beginMutableEncode pack25519 decode32
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#199	sava/sava-core	encoding	software.sava.core.encoding.Base58	decode	MathMutator	SURVIVED	allocation size	199	RESOLVED	7	2	1269	RemoveConditionalMutator_EQUAL_ELSE	false	true	Base58LimbBoundTests BigInteger
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#220	sava/sava-core	encoding	software.sava.core.encoding.Base58	decode	MathMutator	SURVIVED	allocation size	220	RESOLVED	7	2	1269	RemoveConditionalMutator_EQUAL_ELSE	false	true	Base58LimbBoundTests BigInteger
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#239	sava/sava-core	encoding	software.sava.core.encoding.Base58	decode	MathMutator	SURVIVED	allocation size	239	RESOLVED	7	2	1269	RemoveConditionalMutator_EQUAL_ELSE	false	true	Base58LimbBoundTests BigInteger
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#260	sava/sava-core	encoding	software.sava.core.encoding.Base58	decode	MathMutator	SURVIVED	allocation size	260	RESOLVED	7	2	1269	RemoveConditionalMutator_EQUAL_ELSE	false	true	Base58LimbBoundTests BigInteger
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#276	sava/sava-core	encoding	software.sava.core.encoding.Base58	decode	MathMutator	SURVIVED	allocation size	276	RESOLVED	7	2	1269	RemoveConditionalMutator_EQUAL_ELSE	false	true	Base58LimbBoundTests BigInteger
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#297	sava/sava-core	encoding	software.sava.core.encoding.Base58	decode	MathMutator	SURVIVED	allocation size	297	RESOLVED	7	2	1269	RemoveConditionalMutator_EQUAL_ELSE	false	true	Base58LimbBoundTests BigInteger
sava/sava-core#encoding#Base58.encode#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#70	sava/sava-core	encoding	software.sava.core.encoding.Base58	encode	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	surplus zero strip	70	RESOLVED	4	2	836	NullReturnValsMutator	true	false	car25519 mutableEncode continueMutableEncode beginMutableEncode pack25519 decode32
sava/sava-core#encoding#Base58.encode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#70	sava/sava-core	encoding	software.sava.core.encoding.Base58	encode	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	surplus zero strip	70	RESOLVED	4	2	836	NullReturnValsMutator	true	false	car25519 mutableEncode continueMutableEncode beginMutableEncode pack25519 decode32
sava/sava-core#encoding#Base58.mutableEncode#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#329	sava/sava-core	encoding	software.sava.core.encoding.Base58	mutableEncode	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	surplus zero strip	329	RESOLVED	1	1	836	NullReturnValsMutator	true	false	car25519 encode continueMutableEncode beginMutableEncode pack25519 decode32
sava/sava-core#encoding#Base58.mutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#329	sava/sava-core	encoding	software.sava.core.encoding.Base58	mutableEncode	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	surplus zero strip	329	RESOLVED	1	1	836	NullReturnValsMutator	true	false	car25519 encode continueMutableEncode beginMutableEncode pack25519 decode32
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#119	sava/sava-core	encoding	software.sava.core.encoding.Base58	toLimbs	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	slow path routing	119	RESOLVED	3	2	1094	NullReturnValsMutator	false	true	decodePrimIterChecked read LinkedHashMap
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#119	sava/sava-core	encoding	software.sava.core.encoding.Base58	toLimbs	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	slow path routing	119	RESOLVED	3	2	1094	NullReturnValsMutator	false	true	decodePrimIterChecked read LinkedHashMap
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#132	sava/sava-core	encoding	software.sava.core.encoding.Base58	toLimbs	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	slow path routing	132	RESOLVED	3	2	1094	NullReturnValsMutator	false	true	decodePrimIterChecked read LinkedHashMap
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#132	sava/sava-core	encoding	software.sava.core.encoding.Base58	toLimbs	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	slow path routing	132	RESOLVED	3	2	1094	NullReturnValsMutator	false	true	decodePrimIterChecked read LinkedHashMap
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#145	sava/sava-core	encoding	software.sava.core.encoding.Base58	toLimbs	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	slow path routing	145	RESOLVED	3	2	1094	NullReturnValsMutator	false	true	decodePrimIterChecked read LinkedHashMap
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#145	sava/sava-core	encoding	software.sava.core.encoding.Base58	toLimbs	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	slow path routing	145	RESOLVED	3	2	1094	NullReturnValsMutator	false	true	decodePrimIterChecked read LinkedHashMap
sava/sava-core#encoding#Jex.decodePrimIterChecked#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#905	sava/sava-core	encoding	software.sava.core.encoding.Jex	decodePrimIterChecked	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	slow path routing	905	RESOLVED	2	2	1094	NullReturnValsMutator	false	true	toLimbs mulAdd read LinkedHashMap
sava/sava-core#encoding#Jex.decodePrimIterChecked#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#938	sava/sava-core	encoding	software.sava.core.encoding.Jex	decodePrimIterChecked	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	slow path routing	938	RESOLVED	2	2	1094	NullReturnValsMutator	false	true	toLimbs mulAdd read LinkedHashMap
sava/sava-core#meta#AccountMetaFeePayer.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#33	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaFeePayer	equals	RemoveConditionalMutator_EQUAL_IF	SURVIVED	equals identity	33	RESOLVED	1	1	323	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF
sava/sava-core#meta#AccountMetaInvoked.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#27	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaInvoked	equals	RemoveConditionalMutator_EQUAL_IF	SURVIVED	equals identity	27	RESOLVED	1	1	323	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF
sava/sava-core#meta#AccountMetaInvoked.hashCode#MathMutator#SURVIVED#35	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaInvoked	hashCode	MathMutator	SURVIVED	hashcode arithmetic	35	RESOLVED	1	1	396	RemoveConditionalMutator_EQUAL_ELSE	true	false	hashCodeDistinguishesPrivileges
sava/sava-core#meta#AccountMetaInvoked.merge#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#19	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaInvoked	merge	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	merge redundant	19	RESOLVED	1	1	816	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_ELSE AccountMetaWrite AccountMetaReadOnlySigner AccountMetaSignerWriter equals
sava/sava-core#meta#AccountMetaInvokedAndWrite.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#28	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaInvokedAndWrite	equals	RemoveConditionalMutator_EQUAL_IF	SURVIVED	equals identity	28	RESOLVED	1	1	323	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF
sava/sava-core#meta#AccountMetaInvokedAndWrite.hashCode#MathMutator#SURVIVED#35	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaInvokedAndWrite	hashCode	MathMutator	SURVIVED	hashcode arithmetic	35	RESOLVED	1	1	396	RemoveConditionalMutator_EQUAL_ELSE	true	false	hashCodeDistinguishesPrivileges
sava/sava-core#meta#AccountMetaInvokedAndWrite.hashCode#MathMutator#SURVIVED#36	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaInvokedAndWrite	hashCode	MathMutator	SURVIVED	hashcode arithmetic	36	RESOLVED	1	1	396	RemoveConditionalMutator_EQUAL_ELSE	true	false	hashCodeDistinguishesPrivileges
sava/sava-core#meta#AccountMetaReadOnly.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#54	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaReadOnly	equals	RemoveConditionalMutator_EQUAL_IF	SURVIVED	equals identity	54	RESOLVED	1	1	323	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF
sava/sava-core#meta#AccountMetaReadOnlySigner.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#28	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaReadOnlySigner	equals	RemoveConditionalMutator_EQUAL_IF	SURVIVED	equals identity	28	RESOLVED	1	1	323	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF
sava/sava-core#meta#AccountMetaReadOnlySigner.hashCode#MathMutator#SURVIVED#34	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaReadOnlySigner	hashCode	MathMutator	SURVIVED	hashcode arithmetic	34	RESOLVED	1	1	396	RemoveConditionalMutator_EQUAL_ELSE	true	false	hashCodeDistinguishesPrivileges
sava/sava-core#meta#AccountMetaReadOnlySigner.merge#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#18	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaReadOnlySigner	merge	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	merge redundant	18	RESOLVED	1	1	816	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_ELSE AccountMetaWrite AccountMetaInvoked AccountMetaInvokedAndWrite equals
sava/sava-core#meta#AccountMetaReadOnlySigner.merge#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#22	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaReadOnlySigner	merge	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	merge redundant	22	RESOLVED	1	1	816	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_ELSE AccountMetaWrite AccountMetaInvoked AccountMetaInvokedAndWrite equals
sava/sava-core#meta#AccountMetaSignerWriter.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#28	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaSignerWriter	equals	RemoveConditionalMutator_EQUAL_IF	SURVIVED	equals identity	28	RESOLVED	1	1	323	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF
sava/sava-core#meta#AccountMetaWrite.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#37	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaWrite	equals	RemoveConditionalMutator_EQUAL_IF	SURVIVED	equals identity	37	RESOLVED	1	1	323	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF
sava/sava-core#meta#AccountMetaWrite.hashCode#MathMutator#SURVIVED#44	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaWrite	hashCode	MathMutator	SURVIVED	hashcode arithmetic	44	RESOLVED	1	1	396	RemoveConditionalMutator_EQUAL_ELSE	true	false	hashCodeDistinguishesPrivileges
sava/sava-core#meta#AccountMetaWrite.merge#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#18	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaWrite	merge	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	merge redundant	18	RESOLVED	1	1	816	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_ELSE AccountMetaReadOnlySigner AccountMetaInvoked equals
sava/sava-core#meta#AccountMetaWrite.merge#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#26	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaWrite	merge	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	merge redundant	26	RESOLVED	1	1	816	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_ELSE AccountMetaReadOnlySigner AccountMetaInvoked equals
sava/sava-core#meta#AccountMetaWrite.merge#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#29	sava/sava-core	meta	software.sava.core.accounts.meta.AccountMetaWrite	merge	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	merge redundant	29	RESOLVED	1	1	816	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_ELSE AccountMetaReadOnlySigner AccountMetaInvoked equals
