row_id	module	suite	class	method	mutator	status	label	line	member_status	declarations	bodies_shown	paragraph_chars	swapped_mutator	word_real	word_swapped	identifiers_missing
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#55	incident-client/incident-pagerduty	payload	software.sava.incident.pagerduty.event.data.PagerDutyEventPayloadBuilder	create	RemoveConditionalMutator_ORDER_IF	SURVIVED	copy-on-write	55	RESOLVED	1	1	652	NullReturnValsMutator	true	false	customDetailsObject link image of copyOf ORDER_ELSE
incident-client/incident-webhook#adapter#WebhookClient$Builder.createClient#RemoveConditionalMutator_EQUAL_IF#SURVIVED#46	incident-client/incident-webhook	adapter	software.sava.incident.webhook.WebhookClient$Builder	createClient	RemoveConditionalMutator_EQUAL_IF	SURVIVED	empty-noop-guard	46	RESOLVED	1	1	399	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF JsonHttpClient
incident-client/incident-webhook#adapter#WebhookClientImpl.lambda$static$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#27	incident-client/incident-webhook	adapter	software.sava.incident.webhook.WebhookClientImpl	lambda$static$0	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	defensive-null-guard	27	RESOLVED	1	1	476	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_ELSE ofInputStream readAllBytes
incident-client/incident-webhook#adapter#WebhookClientImpl.lambda$static$0#RemoveConditionalMutator_ORDER_IF#SURVIVED#23	incident-client/incident-webhook	adapter	software.sava.incident.webhook.WebhookClientImpl	lambda$static$0	RemoveConditionalMutator_ORDER_IF	SURVIVED	unreachable-1xx	23	RESOLVED	1	1	477	NullReturnValsMutator	true	false	RemoveConditionalMutator_ORDER_IF http
incident-client/incident-webhook#config#WebhookConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#181	incident-client/incident-webhook	config	software.sava.incident.webhook.config.WebhookConfig$Parser	test	BooleanTrueReturnValsMutator	SURVIVED	always-true-delegate	181	RESOLVED	1	1	405	VoidMethodCallMutator	true	true	
incident-client/incident-webhook#format#TelegramTextFormat.render#ConditionalsBoundaryMutator#SURVIVED#36	incident-client/incident-webhook	format	software.sava.incident.webhook.TelegramTextFormat	render	ConditionalsBoundaryMutator	SURVIVED	boundary-identity	36	RESOLVED	1	1	438	NullReturnValsMutator	true	true	
json-iterator/json-iterator#iterator#BytesJsonIterator.doubleReusableCharBuffer#ConditionalsBoundaryMutator#SURVIVED#192	json-iterator/json-iterator	iterator	systems.comodal.jsoniter.BytesJsonIterator	doubleReusableCharBuffer	ConditionalsBoundaryMutator	SURVIVED	bounded reusable buffer	192	RESOLVED	1	1	400	NullReturnValsMutator	true	false	
json-iterator/json-iterator#iterator#BytesJsonIterator.doubleReusableCharBuffer#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#192	json-iterator/json-iterator	iterator	systems.comodal.jsoniter.BytesJsonIterator	doubleReusableCharBuffer	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	bounded reusable buffer	192	RESOLVED	1	1	400	NullReturnValsMutator	true	false	
json-iterator/json-iterator#util#JIUtil.ensureCapacity#ConditionalsBoundaryMutator#SURVIVED#135	json-iterator/json-iterator	util	systems.comodal.jsoniter.JIUtil	ensureCapacity	ConditionalsBoundaryMutator	SURVIVED	allocation routing	135	RESOLVED	1	1	257	NullReturnValsMutator	false	false	escapeJson
json-iterator/json-iterator#util#JIUtil.escapeJson#MathMutator#SURVIVED#83	json-iterator/json-iterator	util	systems.comodal.jsoniter.JIUtil	escapeJson	MathMutator	SURVIVED	allocation routing	83	RESOLVED	1	1	257	RemoveConditionalMutator_EQUAL_ELSE	false	false	
json-iterator/json-iterator#util#JIUtil.escapeJson#MathMutator#SURVIVED#83	json-iterator/json-iterator	util	systems.comodal.jsoniter.JIUtil	escapeJson	MathMutator	SURVIVED	allocation routing	83	RESOLVED	1	1	257	RemoveConditionalMutator_EQUAL_ELSE	false	false	
json-iterator/json-iterator#util#JIUtil.escapeQuotes#IncrementsMutator#SURVIVED#213	json-iterator/json-iterator	util	systems.comodal.jsoniter.JIUtil	escapeQuotes	IncrementsMutator	SURVIVED	escape parity	213	RESOLVED	2	2	6002	RemoveConditionalMutator_EQUAL_ELSE	true	true	NO_COVERAGE containsMultiByteOrEscapePattern TestMultiByteScanSweep skipPastMultiByteEndQuote skipPastEndQuote TestSkip test_skip_surrogate_escapes reportError JHex F0 F7 test_skip_truncated_escape_reports_cut_offset parseMultiByteString TestAllocation escapeJson ensureCapacity needed test_escape_growth_doubles_rather_than_sizing_to_each_escape testEscapeJsonGrowsPastInitialCapacity matchPattern
json-iterator/json-iterator#util#JIUtil.escapeQuotesChecked#IncrementsMutator#SURVIVED#159	json-iterator/json-iterator	util	systems.comodal.jsoniter.JIUtil	escapeQuotesChecked	IncrementsMutator	SURVIVED	escape parity	159	RESOLVED	1	1	6002	RemoveConditionalMutator_EQUAL_ELSE	true	true	NO_COVERAGE containsMultiByteOrEscapePattern TestMultiByteScanSweep skipPastMultiByteEndQuote skipPastEndQuote TestSkip test_skip_surrogate_escapes reportError JHex F0 F7 test_skip_truncated_escape_reports_cut_offset parseMultiByteString TestAllocation escapeJson ensureCapacity needed test_escape_growth_doubles_rather_than_sizing_to_each_escape testEscapeJsonGrowsPastInitialCapacity matchPattern
json-iterator/json-iterator#util#JIUtil.escapeQuotesRemoveNewLines#IncrementsMutator#SURVIVED#302	json-iterator/json-iterator	util	systems.comodal.jsoniter.JIUtil	escapeQuotesRemoveNewLines	IncrementsMutator	SURVIVED	escape parity	302	RESOLVED	2	2	6002	RemoveConditionalMutator_EQUAL_ELSE	true	true	NO_COVERAGE containsMultiByteOrEscapePattern TestMultiByteScanSweep skipPastMultiByteEndQuote skipPastEndQuote TestSkip test_skip_surrogate_escapes reportError JHex F0 F7 test_skip_truncated_escape_reports_cut_offset parseMultiByteString TestAllocation escapeJson ensureCapacity needed test_escape_growth_doubles_rather_than_sizing_to_each_escape testEscapeJsonGrowsPastInitialCapacity matchPattern
json-iterator/json-iterator#util#JIUtil.escapeQuotesRemoveNewLinesChecked#IncrementsMutator#SURVIVED#242	json-iterator/json-iterator	util	systems.comodal.jsoniter.JIUtil	escapeQuotesRemoveNewLinesChecked	IncrementsMutator	SURVIVED	escape parity	242	RESOLVED	1	1	6002	RemoveConditionalMutator_EQUAL_ELSE	true	true	NO_COVERAGE containsMultiByteOrEscapePattern TestMultiByteScanSweep skipPastMultiByteEndQuote skipPastEndQuote TestSkip test_skip_surrogate_escapes reportError JHex F0 F7 test_skip_truncated_escape_reports_cut_offset parseMultiByteString TestAllocation escapeJson ensureCapacity needed test_escape_growth_doubles_rather_than_sizing_to_each_escape testEscapeJsonGrowsPastInitialCapacity matchPattern
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#61	ravina/ravina-core	backoff	software.sava.services.core.remote.call.Backoff	fibonacci	ConditionalsBoundaryMutator	SURVIVED	saturation-sweep	61	RESOLVED	2	2	1419	NullReturnValsMutator	true	false	backoff RemoveConditionalMutator_ORDER_IF MIN_VALUE
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#71	ravina/ravina-core	backoff	software.sava.services.core.remote.call.Backoff	fibonacci	ConditionalsBoundaryMutator	SURVIVED	overflow-guard-sweep	71	RESOLVED	2	2	814	NullReturnValsMutator	true	false	backoff RemoveConditionalMutator_ORDER_ELSE
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#87	ravina/ravina-core	backoff	software.sava.services.core.remote.call.Backoff	fibonacci	ConditionalsBoundaryMutator	SURVIVED	overflow-guard-sweep	87	RESOLVED	2	2	814	NullReturnValsMutator	true	false	backoff RemoveConditionalMutator_ORDER_ELSE
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#93	ravina/ravina-core	backoff	software.sava.services.core.remote.call.Backoff	fibonacci	ConditionalsBoundaryMutator	SURVIVED	saturation-sweep	93	RESOLVED	2	2	1419	NullReturnValsMutator	true	false	backoff RemoveConditionalMutator_ORDER_IF MIN_VALUE
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#93	ravina/ravina-core	backoff	software.sava.services.core.remote.call.Backoff	fibonacci	ConditionalsBoundaryMutator	SURVIVED	saturation-sweep	93	RESOLVED	2	2	1419	NullReturnValsMutator	true	false	backoff RemoveConditionalMutator_ORDER_IF MIN_VALUE
ravina/ravina-core#backoff#Backoff.fibonacci#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#93	ravina/ravina-core	backoff	software.sava.services.core.remote.call.Backoff	fibonacci	RemoveConditionalMutator_ORDER_ELSE	SURVIVED	overflow-guard-sweep	93	RESOLVED	2	2	814	NullReturnValsMutator	true	false	backoff RemoveConditionalMutator_ORDER_ELSE
ravina/ravina-core#backoff#ExponentialBackoffErrorHandler.<init>#ConditionalsBoundaryMutator#SURVIVED#14	ravina/ravina-core	backoff	software.sava.services.core.remote.call.ExponentialBackoffErrorHandler	<init>	ConditionalsBoundaryMutator	SURVIVED	saturation-sweep	14	RESOLVED	1	1	1419	NullReturnValsMutator	true	false	backoff RemoveConditionalMutator_ORDER_IF fibonacci MAX_VALUE MIN_VALUE
ravina/ravina-core#backoff#ExponentialBackoffErrorHandler.<init>#ConditionalsBoundaryMutator#SURVIVED#14	ravina/ravina-core	backoff	software.sava.services.core.remote.call.ExponentialBackoffErrorHandler	<init>	ConditionalsBoundaryMutator	SURVIVED	saturation-sweep	14	RESOLVED	1	1	1419	NullReturnValsMutator	true	false	backoff RemoveConditionalMutator_ORDER_IF fibonacci MAX_VALUE MIN_VALUE
ravina/ravina-core#backoff#ExponentialBackoffErrorHandler.<init>#RemoveConditionalMutator_ORDER_IF#SURVIVED#14	ravina/ravina-core	backoff	software.sava.services.core.remote.call.ExponentialBackoffErrorHandler	<init>	RemoveConditionalMutator_ORDER_IF	SURVIVED	saturation-sweep	14	RESOLVED	1	1	1419	NullReturnValsMutator	true	false	backoff RemoveConditionalMutator_ORDER_IF fibonacci MAX_VALUE MIN_VALUE
ravina/ravina-core#backoff#FibonacciBackoffErrorHandler.calculateDelay#ConditionalsBoundaryMutator#SURVIVED#21	ravina/ravina-core	backoff	software.sava.services.core.remote.call.FibonacciBackoffErrorHandler	calculateDelay	ConditionalsBoundaryMutator	SURVIVED	index-coincidence-sweep	21	RESOLVED	1	1	278	NullReturnValsMutator	true	false	backoff
ravina/ravina-core#calls#ComposedCall.get#VoidMethodCallMutator#SURVIVED#58	ravina/ravina-core	calls	software.sava.services.core.remote.call.ComposedCall	get	VoidMethodCallMutator	SURVIVED	log-removal	58	RESOLVED	1	1	565	MathMutator	true	false	NotifyClientImpl failedHookLogsAWarningWithTheThrowable
ravina/ravina-core#calls#CourteousBalancedCall.call#ConditionalsBoundaryMutator#SURVIVED#31	ravina/ravina-core	calls	software.sava.services.core.remote.call.CourteousBalancedCall	call	ConditionalsBoundaryMutator	SURVIVED	single-item-pool	31	RESOLVED	1	1	350	NullReturnValsMutator	false	true	calls SingletonLoadBalancer
ravina/ravina-core#calls#CourteousBalancedCall.call#RemoveConditionalMutator_ORDER_IF#SURVIVED#31	ravina/ravina-core	calls	software.sava.services.core.remote.call.CourteousBalancedCall	call	RemoveConditionalMutator_ORDER_IF	SURVIVED	single-item-pool	31	RESOLVED	1	1	350	NullReturnValsMutator	false	true	calls SingletonLoadBalancer
ravina/ravina-core#calls#CourteousBalancedCall.call#VoidMethodCallMutator#SURVIVED#58	ravina/ravina-core	calls	software.sava.services.core.remote.call.CourteousBalancedCall	call	VoidMethodCallMutator	SURVIVED	no-op-sort	58	RESOLVED	1	1	575	MathMutator	true	false	calls ArrayLoadBalancer errorCount sampleMedian courteousBalancedCallReSortsBeforeSelectingTheFailoverItem
ravina/ravina-core#calls#UncheckedBalancedCall.get#RemoveConditionalMutator_EQUAL_IF#SURVIVED#53	ravina/ravina-core	calls	software.sava.services.core.remote.call.UncheckedBalancedCall	get	RemoveConditionalMutator_EQUAL_IF	SURVIVED	timer-unobservable	53	RESOLVED	1	1	155	NullReturnValsMutator	false	false	
ravina/ravina-core#calls#UncheckedBalancedCall.get#RemoveConditionalMutator_EQUAL_IF#SURVIVED#92	ravina/ravina-core	calls	software.sava.services.core.remote.call.UncheckedBalancedCall	get	RemoveConditionalMutator_EQUAL_IF	SURVIVED	timer-unobservable	92	RESOLVED	1	1	155	NullReturnValsMutator	false	false	
ravina/ravina-core#calls#UncheckedBalancedCall.get#VoidMethodCallMutator#SURVIVED#76	ravina/ravina-core	calls	software.sava.services.core.remote.call.UncheckedBalancedCall	get	VoidMethodCallMutator	SURVIVED	log-removal	76	RESOLVED	1	1	565	MathMutator	true	false	NotifyClientImpl failedHookLogsAWarningWithTheThrowable
ravina/ravina-core#calls#UncheckedBalancedCall.get#VoidMethodCallMutator#SURVIVED#82	ravina/ravina-core	calls	software.sava.services.core.remote.call.UncheckedBalancedCall	get	VoidMethodCallMutator	SURVIVED	log-removal	82	RESOLVED	1	1	565	MathMutator	true	false	NotifyClientImpl failedHookLogsAWarningWithTheThrowable
ravina/ravina-core#capacity#CapacityStateVal.claimRequest#ConditionalsBoundaryMutator#SURVIVED#106	ravina/ravina-core	capacity	software.sava.services.core.request_capacity.CapacityStateVal	claimRequest	ConditionalsBoundaryMutator	SURVIVED	zero-weight	106	RESOLVED	2	2	259	NullReturnValsMutator	true	false	capacity tryClaimRequest durationUntil
ravina/ravina-core#capacity#CapacityStateVal.durationUntil#ConditionalsBoundaryMutator#SURVIVED#208	ravina/ravina-core	capacity	software.sava.services.core.request_capacity.CapacityStateVal	durationUntil	ConditionalsBoundaryMutator	SURVIVED	zero-weight	208	RESOLVED	1	1	259	NullReturnValsMutator	true	false	claimRequest tryClaimRequest
ravina/ravina-core#capacity#CapacityStateVal.tryClaimRequest#ConditionalsBoundaryMutator#SURVIVED#153	ravina/ravina-core	capacity	software.sava.services.core.request_capacity.CapacityStateVal	tryClaimRequest	ConditionalsBoundaryMutator	SURVIVED	zero-weight	153	RESOLVED	4	2	259	NullReturnValsMutator	true	false	claimRequest durationUntil
ravina/ravina-core#catchAll#HttpErrorTracker.lambda$logResponse$0#EmptyObjectReturnValsMutator#SURVIVED#59	ravina/ravina-core	catchAll	software.sava.services.core.request_capacity.trackers.HttpErrorTracker	lambda$logResponse$0	EmptyObjectReturnValsMutator	SURVIVED	log-text-only	59	RESOLVED	1	1	311	VoidMethodCallMutator	true	false	catchAll EmptyObjectReturnVals
ravina/ravina-core#catchAll#HttpErrorTracker.logResponse#VoidMethodCallMutator#SURVIVED#49	ravina/ravina-core	catchAll	software.sava.services.core.request_capacity.trackers.HttpErrorTracker	logResponse	VoidMethodCallMutator	SURVIVED	log-removal	49	RESOLVED	1	1	565	MathMutator	true	false	NotifyClientImpl failedHookLogsAWarningWithTheThrowable
ravina/ravina-core#catchAll#NotifyClientImpl.lambda$postMsg$1#EmptyObjectReturnValsMutator#SURVIVED#73	ravina/ravina-core	catchAll	software.sava.services.core.net.http.NotifyClientImpl	lambda$postMsg$1	EmptyObjectReturnValsMutator	SURVIVED	discarded-handler	73	RESOLVED	1	1	586	VoidMethodCallMutator	true	false	catchAll EmptyObjectReturnVals failedHookStillYieldsAFutureInTheReturnedList SURVIVED NO_COVERAGE
ravina/ravina-core#catchAll#UriCapacityConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#67	ravina/ravina-core	catchAll	software.sava.services.core.request_capacity.UriCapacityConfig$Parser	parseProperties	RemoveConditionalMutator_EQUAL_IF	SURVIVED	unreachable-guard	67	RESOLVED	1	1	281	NullReturnValsMutator	true	true	catchAll
ravina/ravina-core#config#BackoffConfig.finer#ConditionalsBoundaryMutator#SURVIVED#82	ravina/ravina-core	config	software.sava.services.core.remote.call.BackoffConfig	finer	ConditionalsBoundaryMutator	SURVIVED	equal-units	82	RESOLVED	1	1	569	NullReturnValsMutator	true	true	config
ravina/ravina-core#config#NetConfigRecord$Parser.parseProperties#NakedReceiverMutator#SURVIVED#95	ravina/ravina-core	config	software.sava.services.core.config.NetConfigRecord$Parser	parseProperties	NakedReceiverMutator	SURVIVED	absolute-path-equivalent	95	RESOLVED	1	1	513	MathMutator	false	false	config KeyStore
ravina/ravina-core#config#NetConfigRecord$Parser.test#NakedReceiverMutator#SURVIVED#129	ravina/ravina-core	config	software.sava.services.core.config.NetConfigRecord$Parser	test	NakedReceiverMutator	SURVIVED	absolute-path-equivalent	129	RESOLVED	1	1	513	MathMutator	false	false	config KeyStore
ravina/ravina-core#config#RemoteHttpResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#72	ravina/ravina-core	config	software.sava.services.core.config.RemoteHttpResourceConfig$Parser	parseProperties	RemoveConditionalMutator_EQUAL_IF	SURVIVED	null-guard-noop	72	RESOLVED	1	1	384	NullReturnValsMutator	true	true	config
ravina/ravina-core#config#RemoteHttpResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#76	ravina/ravina-core	config	software.sava.services.core.config.RemoteHttpResourceConfig$Parser	parseProperties	RemoveConditionalMutator_EQUAL_IF	SURVIVED	null-guard-noop	76	RESOLVED	1	1	384	NullReturnValsMutator	true	true	config
ravina/ravina-core#config#RemoteResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#51	ravina/ravina-core	config	software.sava.services.core.config.RemoteResourceConfig$Parser	parseProperties	RemoveConditionalMutator_EQUAL_IF	SURVIVED	null-guard-noop	51	RESOLVED	1	1	384	NullReturnValsMutator	true	true	config
ravina/ravina-core#config#RemoteResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#55	ravina/ravina-core	config	software.sava.services.core.config.RemoteResourceConfig$Parser	parseProperties	RemoveConditionalMutator_EQUAL_IF	SURVIVED	always-true-guard	55	RESOLVED	1	1	211	NullReturnValsMutator	true	true	config
ravina/ravina-core#config#ServiceConfigUtil.configFilePath#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#19	ravina/ravina-core	config	software.sava.services.core.config.ServiceConfigUtil	configFilePath	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	jls-non-null	19	RESOLVED	1	1	209	NullReturnValsMutator	true	true	configFilePaths
ravina/ravina-core#config#ServiceConfigUtil.configFilePaths#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#44	ravina/ravina-core	config	software.sava.services.core.config.ServiceConfigUtil	configFilePaths	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	jls-non-null	44	RESOLVED	1	1	209	NullReturnValsMutator	true	true	configFilePath
ravina/ravina-core#config#WebHookConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#157	ravina/ravina-core	config	software.sava.services.core.net.http.WebHookConfig$Parser	test	BooleanTrueReturnValsMutator	SURVIVED	delegating-return	157	RESOLVED	1	1	334	VoidMethodCallMutator	true	true	config
ravina/ravina-core#errorTracking#RootErrorTracker.expireOldFailures#ConditionalsBoundaryMutator#SURVIVED#97	ravina/ravina-core	errorTracking	software.sava.services.core.request_capacity.trackers.RootErrorTracker	expireOldFailures	ConditionalsBoundaryMutator	SURVIVED	equal-reassign	97	RESOLVED	1	1	142	NullReturnValsMutator	false	false	errorTracking
ravina/ravina-core#errorTracking#RootErrorTracker.expireOldFailures#RemoveConditionalMutator_EQUAL_IF#SURVIVED#91	ravina/ravina-core	errorTracking	software.sava.services.core.request_capacity.trackers.RootErrorTracker	expireOldFailures	RemoveConditionalMutator_EQUAL_IF	SURVIVED	empty-fast-path	91	RESOLVED	1	1	313	NullReturnValsMutator	true	true	capacity errorTracking
ravina/ravina-core#errorTracking#RootErrorTracker.produceErrorResponseSnapshot#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#119	ravina/ravina-core	errorTracking	software.sava.services.core.request_capacity.trackers.RootErrorTracker	produceErrorResponseSnapshot	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	empty-fast-path	119	RESOLVED	1	1	313	NullReturnValsMutator	true	true	capacity errorTracking expireOldFailures
ravina/ravina-core#loadBalance#ArrayLoadBalancer.peek#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#67	ravina/ravina-core	loadBalance	software.sava.services.core.remote.load_balance.ArrayLoadBalancer	peek	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	equal-fallthrough	67	RESOLVED	1	1	233	NullReturnValsMutator	false	false	loadBalance
ravina/ravina-core#loadBalance#ArrayLoadBalancer.withContext#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#99	ravina/ravina-core	loadBalance	software.sava.services.core.remote.load_balance.ArrayLoadBalancer	withContext	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	equal-fallthrough	99	RESOLVED	1	1	233	NullReturnValsMutator	false	false	loadBalance peek
ravina/ravina-core#loadBalance#SortedLoadBalancer.lambda$static$0#PrimitiveReturnsMutator#SURVIVED#18	ravina/ravina-core	loadBalance	software.sava.services.core.remote.load_balance.SortedLoadBalancer	lambda$static$0	PrimitiveReturnsMutator	SURVIVED	comparator-null-order	18	RESOLVED	2	2	606	VoidMethodCallMutator	true	true	loadBalance sort
ravina/ravina-core#loadBalance#SortedLoadBalancer.lambda$static$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#18	ravina/ravina-core	loadBalance	software.sava.services.core.remote.load_balance.SortedLoadBalancer	lambda$static$0	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	comparator-null-order	18	RESOLVED	2	2	606	NullReturnValsMutator	true	true	loadBalance sort
ravina/ravina-core#loadBalance#SortedLoadBalancer.lambda$static$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#18	ravina/ravina-core	loadBalance	software.sava.services.core.remote.load_balance.SortedLoadBalancer	lambda$static$0	RemoveConditionalMutator_EQUAL_IF	SURVIVED	comparator-null-order	18	RESOLVED	2	2	606	NullReturnValsMutator	true	true	loadBalance sort
ravina/ravina-kms/core#signing#MemorySignerFromFilePointerFactory.signerFromFile#NakedReceiverMutator#SURVIVED#25	ravina/ravina-kms/core	signing	software.sava.kms.core.signing.MemorySignerFromFilePointerFactory	signerFromFile	NakedReceiverMutator	SURVIVED	suffix-on-full-path	25	RESOLVED	1	1	408	MathMutator	false	false	
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.createConfig#ConditionalsBoundaryMutator#SURVIVED#95	ravina/ravina-kms/core	signing	software.sava.kms.core.signing.SigningServiceConfig$Parser	createConfig	ConditionalsBoundaryMutator	SURVIVED	mark-sentinel	95	RESOLVED	1	1	351	NullReturnValsMutator	true	false	
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.test#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#125	ravina/ravina-kms/core	signing	software.sava.kms.core.signing.SigningServiceConfig$Parser	test	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	converging-dispatch	125	RESOLVED	1	1	1474	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF _EQUAL_ELSE createConfig EQUAL_ELSE _EQUAL_IF testJsonDeferredConfigBeforeFactoryClass KILLED
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.test#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#125	ravina/ravina-kms/core	signing	software.sava.kms.core.signing.SigningServiceConfig$Parser	test	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	converging-dispatch	125	RESOLVED	1	1	1474	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF _EQUAL_ELSE createConfig EQUAL_ELSE _EQUAL_IF testJsonDeferredConfigBeforeFactoryClass KILLED
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.test#RemoveConditionalMutator_EQUAL_IF#SURVIVED#125	ravina/ravina-kms/core	signing	software.sava.kms.core.signing.SigningServiceConfig$Parser	test	RemoveConditionalMutator_EQUAL_IF	SURVIVED	converging-dispatch	125	RESOLVED	1	1	1474	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF _EQUAL_ELSE createConfig EQUAL_ELSE _EQUAL_IF testJsonDeferredConfigBeforeFactoryClass KILLED
ravina/ravina-kms/google#googleKms#GoogleKMSClient.lambda$publicKey$0#NullReturnValsMutator#NO_COVERAGE#46	ravina/ravina-kms/google	googleKms	software.sava.kms.google.GoogleKMSClient	lambda$publicKey$0	NullReturnValsMutator	NO_COVERAGE	needs-live-kms	46	RESOLVED	1	1	1261	VoidMethodCallMutator	true	false	createService UncheckedIOException AsymmetricSignRequest KeyManagementServiceClient
ravina/ravina-kms/google#googleKms#GoogleKMSClient.lambda$sign$0#NakedReceiverMutator#SURVIVED#61	ravina/ravina-kms/google	googleKms	software.sava.kms.google.GoogleKMSClient	lambda$sign$0	NakedReceiverMutator	SURVIVED	needs-live-kms	61	RESOLVED	3	2	1261	MathMutator	false	false	createService UncheckedIOException KeyManagementServiceClient
ravina/ravina-kms/google#googleKms#GoogleKMSClient.lambda$sign$0#NakedReceiverMutator#SURVIVED#62	ravina/ravina-kms/google	googleKms	software.sava.kms.google.GoogleKMSClient	lambda$sign$0	NakedReceiverMutator	SURVIVED	needs-live-kms	62	RESOLVED	3	2	1261	MathMutator	false	false	createService UncheckedIOException KeyManagementServiceClient
ravina/ravina-kms/google#googleKms#GoogleKMSClient.lambda$sign$0#NullReturnValsMutator#NO_COVERAGE#68	ravina/ravina-kms/google	googleKms	software.sava.kms.google.GoogleKMSClient	lambda$sign$0	NullReturnValsMutator	NO_COVERAGE	needs-live-kms	68	RESOLVED	3	2	1261	VoidMethodCallMutator	true	false	createService UncheckedIOException KeyManagementServiceClient
ravina/ravina-kms/google#googleKms#GoogleKMSClientFactory.createService#NullReturnValsMutator#NO_COVERAGE#124	ravina/ravina-kms/google	googleKms	software.sava.kms.google.GoogleKMSClientFactory	createService	NullReturnValsMutator	NO_COVERAGE	needs-live-kms	124	RESOLVED	6	2	1261	VoidMethodCallMutator	true	false	AsymmetricSignRequest
ravina/ravina-kms/google#googleKms#GoogleKMSClientFactory.createService#NullReturnValsMutator#NO_COVERAGE#142	ravina/ravina-kms/google	googleKms	software.sava.kms.google.GoogleKMSClientFactory	createService	NullReturnValsMutator	NO_COVERAGE	needs-live-kms	142	RESOLVED	6	2	1261	VoidMethodCallMutator	true	false	UncheckedIOException AsymmetricSignRequest
ravina/ravina-kms/google#googleKms#GoogleKMSClientFactory.createService#NullReturnValsMutator#NO_COVERAGE#70	ravina/ravina-kms/google	googleKms	software.sava.kms.google.GoogleKMSClientFactory	createService	NullReturnValsMutator	NO_COVERAGE	needs-live-kms	70	RESOLVED	6	2	1261	VoidMethodCallMutator	true	false	AsymmetricSignRequest
ravina/ravina-kms/google#googleKms#GoogleKMSClientFactory.createService#NullReturnValsMutator#NO_COVERAGE#87	ravina/ravina-kms/google	googleKms	software.sava.kms.google.GoogleKMSClientFactory	createService	NullReturnValsMutator	NO_COVERAGE	needs-live-kms	87	RESOLVED	6	2	1261	VoidMethodCallMutator	true	false	UncheckedIOException AsymmetricSignRequest
ravina/ravina-kms/google#googleKms#GoogleKMSClientFactory.createService#RemoveConditionalMutator_EQUAL_IF#SURVIVED#103	ravina/ravina-kms/google	googleKms	software.sava.kms.google.GoogleKMSClientFactory	createService	RemoveConditionalMutator_EQUAL_IF	SURVIVED	setter-null-guard	103	RESOLVED	6	2	642	NullReturnValsMutator	true	true	RemoveConditionalMutator_EQUAL_IF Builder testParsePropertiesAbsentNameFieldsAreSkipped
